用户ID,cus_comment,stars,label
11243258042,"手机外形无瑕疵,很有美感,使用了两天总结一下。电池很耐用,运行很流畅(本人不玩游戏),音质低音回响效果很棒,很出色!让人无法接受的事情:手机信号特别不好,很不稳定!基本都是两格信号,很难看到有满格信号的情况。优点：拍照效果特别好 运行流畅 性能好 外观漂亮 相机像素高 手感舒适&nbsp;
缺点：续航一般,三星都6.3寸了 苹果还是5.5寸 所以不能满足果粉的大屏心里 而且没有耳机插孔 听音乐和充电不可兼得。&nbsp;",5,4
12245983874,"1.对苹果新处理器A11的运行速度满意，手机运行快，很流畅。
2.背面采用的玻璃材质，看起来高大尚,握持手感好。
3 缺点：创新不够，跟iPhone 7或6s没有多大区别；电池容量太少玻璃材质，易碎。",5,4
11687623498,***8刚发布的时候想到等等X，结果X出来了看了真机，还是不成熟，等明年的Xs估计会好点。8P到手了还是很惊艳的，玻璃后盖的颜色和手感都很好，容量选了个最大的，用起来很自由。不准备升级系统了，一直iOS11能用三四年。,5,4
12376751941,苹果8plus质量不错，查过序列号，正品无疑。手感很好，反应速度也快，没有卡顿现象。电池充电速度一般，希望可以用久一点，整体感觉还不错，京东物流很迅速?,5,4
11789531144,用了快一个月了吧，很好用，查了序列号，和我的开封时间一致。京东还是很值得相信的，8p的通病就是容易发烫。玻璃后盖的手感很舒服，红色的很好看，在金色和红色之间纠结，还是选了红色。256g的内存很经用了，总得来说很满意。,5,4
12443804858,反应速度非常快，前后玻璃手感特别舒服，外观就是老了点，还是iphone 6系列的外观延续，不过挺耐看的，过年的活动非常的给力。京东自营就是快。这个必须五星好评的。双摄效果出众。,5,4
12387026550,有一处小划痕，不影响使用，带上手机壳也看不见，京东自营品质看的见，还算是不错吧，将价入手美滋滋，iPhone8plus 最后一款超前配置 用起来美滋滋 很好 喜欢 苹果 哈哈哈 开心 小划痕就不是很开心，谁叫激活了呢 哎,5,4
11301682820,刚收到货手机充电的地方有点瑕疵，联系客服跟换了一台，今天刚收到货激活看了下，目前很好，激活日期也是对的，不错！送给老婆的，很喜欢！,5,4
12512750693,第一次买苹果的感觉很不错，唯一的缺点就是贵，心痛！,5,4
12512180810,还行吧，刚用第二天，是正品。,5,4
12509644443,用了一段时间了，整体来说还是很不错的，至少流畅度没得说,5,4
12505744507,??还有这包装？ 当时以为是二次包装呢！,5,4
12505705179,还不错,5,4
12505681950,用了有十来天了，体验很好。快递也很快，隔天便到。,5,4
12505562647,手机没有什么问题，就是感觉包装盒有点丑,5,4
12458564313,还不错,5,4
12458347726,东西好，就是好歹也是五千块钱的东西，不说送点什么，包装也那么简陋，一个盒子一个防撞空气袋，,5,4
12456291691,用了这么久，感觉不错，就是贵了点，其他正常！,5,4
12455967553,用一个星期了才来评价，挺流畅的感觉挺好的，目前没啥毛病，除了价格有点高其他的都还不错?,5,4
12443920428,嗯,5,4
12090661408,买到红色的了，相比看厌的金色、银色、灰色，一下子很入眼，很喜欢。刚开机@，完全OK。这次到货比较慢，第二天下班了又等了半个多小时才送到。,5,4
11460478462,"手感特别好，就是放音乐的时候整个机子都在颤动。有点不喜欢，太重，躺床上玩手机砸到脸超级痛
哈哈哈还是很喜欢，起码比X好",5,4
12401943219,还行吧 除了外观有点保守落伍以为 其他还行 主要是性价比比较高 毕竟降价这么多 买一个当备用机用 因为全面屏玩游戏不怎么舒服 更别说mate20pro那曲面屏了 很难受 8p玩游戏到还可以 金色很耐看 系统有点美中不足 毕竟小毛病还是有的 等后续更新吧 不像以前苹果那么期待了 到手以后内心居然毫无波动.......想起来上初中那会 刚买来土豪金5S的那种激动心情 真是物是人非 今非昔比了。,5,4
12400266900,还行吧。   第一天晚上下单 第二天中午就到了。用一段时间再来评价实用效果,5,4
12392293517,降价买的 还可以吧 一直用苹果 感觉没多大差别,5,4
12392119991,目前体验非常好 先用着过几天再来追评,5,4
12390368825,买还不到一个月，~处理，准备换一个，入手别的，送防偷kui屏幕，送手机套，9.9成新,5,4
12380240158,不知道什么意思反正现在用起来没毛病,5,4
12379803203,东西就不说了 这个京准达就有点寒心了,5,4
12379121792,还可以，就是降价了。,5,4
12378143216,目前还行，不知道之后咋样,5,4
12376732264,请问大家在拍照在里面有慢拍；会出现闪屏幕？,5,4
12373400812,其他还好，就是悬浮球功能键使用起来很慢！反应迟钝！不知道其他人的怎么样？,5,4
12368202361,用了两天还可以，为啥没发票呢,5,4
12368089238,刚买了两天就降价800块，瞬间差异极了，多亏了没在实体店，小妹在店里买的5600多，京东自营可以申请保价，几分钟就退款到账，觉得心里还是很舒服的，很满意,5,4
12367241552,现在时不时出现chn-ct不知道怎么回事，电池打了4个多小时的王者荣耀耗电量50%,5,4
12366726495,"第一次买苹果手机 也是第一次用iOS  一个晚上就习惯了  玩游戏不用担心卡顿之类的 就是信号有点差
打王者老是460",5,4
10945566295,买来没几天就降价了无语中，这波动太大了巨亏600.没用到一个星期滑铁卢了，手感很好，温暖如玉不亏是IOS系统比安卓流畅多了，摄像头拍照颜色和白天有差异，握在手里分量特足很有满足感，确实是最强的智能机，给快递哥哥点个赞送货上门确实方便，习惯性好评。,5,4
11551898194,"最满意：手机性价比不错，使用非常好，外观漂亮，简洁大方
最不满意：就是不知道为啥，软件容易卡！刷个微博卡好几次，非要退出来重新开
做工外观：外观漂亮，拍照清晰，性价比高，优惠力度大，值得选择。
配置性能：机器的性能很强，游戏都很流畅
系统流畅度：iPhone8 plus很漂亮又很好用，运行很稳定，价格很给力。
拍照效果：拍照像素很清晰，很棒",5,4
12451990919,一直用苹果手机，ios系统用着也方便，手机屏幕大小合适，手机运行速度也很快，游戏无压力，拍照也清晰！,5,4
12502824952,用着还不错 还是挺喜欢苹果系统的 打游戏还可以 电量也耐用 拍照效果很喜欢,5,4
11565725415,"简单归纳一下iPhone8的优缺点。
推荐购买指数：4颗星
亮点：指纹解锁速度很快；支持IP67级别的防尘防水；Taptic Engine加压力触控的使用体验非常棒；A11芯片制程进化，性能提增70%；大型3d游戏流畅运行，手机发热较少；拍照效果一流，尤其是自动HDR效果和色彩的表现；电池续航时间比7一定的提升；屏幕素质非常好
不足：除了背部是玻璃材质，外观和iPhone 7 几乎没有差别；随机送的充电插头依然是5v1a的规格，想体验快充效果需要额外购买快充头哦
京东不错！",5,4
12490991542,京东到货很快，感谢快递小哥哥这么会给我送来就是有一点不好，我们这里是乡镇都不送货到家，要让自己去取。,5,4
12490990538,京东到货很快，感谢快递小哥哥这么会给我送来就是有一点不好，我们这里是乡镇都不送货到家，要让自己去取。,5,4
12490989477,京东到货很快，感谢快递小哥哥这么会给我送来就是有一点不好，我们这里是乡镇都不送货到家，要让自己去取。,5,4
12490900464,怀着稍微有点忐忑的心情买的，现在正用它在评论，感觉还是不错的，虽然包装没有想象中豪华，还是很喜欢，拿到也挺开心?,5,4
12490513686,"苹果一如既往，不是很好，我不是很差
流畅，性能够用。
包装太简陋",5,4
12490375252,感觉还好吧刚买的第二天用~就有点卡了只能关机以后才动得了,5,4
12489951573,还好吧，就是现在查不到激活日期，问了客服，说官网有延迟，过两天看看，整体还可以吧,5,4
12498821051,弄了我好久，都是蒙逼状态，还可以,5,4
12492483653,还可以吧,5,4
12481516269,还不错,5,4
12475867738,挺好的,5,4
12387026550,有一处小划痕，不影响使用，带上手机壳也看不见，京东自营品质看的见，还算是不错吧，将价入手美滋滋，iPhone8plus 最后一款超前配置 用起来美滋滋 很好 喜欢 苹果 哈哈哈 开心 小划痕就不是很开心，谁叫激活了呢 哎,5,4
11243258042,"手机外形无瑕疵,很有美感,使用了两天总结一下。电池很耐用,运行很流畅(本人不玩游戏),音质低音回响效果很棒,很出色!让人无法接受的事情:手机信号特别不好,很不稳定!基本都是两格信号,很难看到有满格信号的情况。优点：拍照效果特别好 运行流畅 性能好 外观漂亮 相机像素高 手感舒适&nbsp;
缺点：续航一般,三星都6.3寸了 苹果还是5.5寸 所以不能满足果粉的大屏心里 而且没有耳机插孔 听音乐和充电不可兼得。&nbsp;",5,4
12245983874,"1.对苹果新处理器A11的运行速度满意，手机运行快，很流畅。
2.背面采用的玻璃材质，看起来高大尚,握持手感好。
3 缺点：创新不够，跟iPhone 7或6s没有多大区别；电池容量太少玻璃材质，易碎。",5,4
12505528390,x小贵，8实惠！电池容量还是不错的，用起来和我的经典款6sp差别不大。京东的快递很给力！应该是新机，没有问题！,5,4
12505346367,手机确实有点重，金色玻璃面感觉有点显旧，不如金属的金色好看。发货速度很快，当天付款，第二天到货，满意。,5,4
12505167399,手机拿到手的第一感觉就是大而重，但是相对我这种大手的人还是可以接受的，手机拿到手就下了许多游戏，比如刺激战场和王者荣耀运行都非常流畅没用卡顿现象！,5,4
12504955836,还行吧 在拿到之后激活就查了一下序列号 是新机 第一次京东买东西购物体验还可以的 建议你们拿到手机之后看手机的序列号 还有包装序列号 还有插卡哪里的序列号是不是一样的 然后打电话问一下苹果客服基本上就可以的 用起来是比安卓的系统好的 毕竟卖的就是系统 上手了几天,5,4
12502936139,买的当天显示仓库配货中，四天后才有货，结果拍下第二天就到了。充电速度慢，第一次从20%开始充到充满大约用了四个小时，有时候点输入法或者退出软件时点不了，其他方面还可以，习惯好评。,5,4
12433806580,不错就是太大了，还是se用着舒服，但配置跟不上了，苹果产品质量没的说，视频是三年前的SE，也是在京东四零八八买的，已经升级最新iOS12，非常流畅，省电，同期的某为产品出来走两步呀？！海军再多也没用，拿质量说话！,5,4
12510856171,收到的时候打开发现没有一点保护措施，可能是我没有用过苹果吧，百分之二十到充满电，我充了两个半小时，哎呀我去，好慢啊,4,4
12510237830,"先给物流点赞，上午下单，下午送达。
买个媳妇的，都挺好的，就是上手重了些。希望控制在150g左右就最好了。",4,4
12502010651,还在使用中，暂时没什么问题，就是客服一点都不好，怎么问都不说话，看以后使用情况再来追加,4,4
12499669144,用了差不多一个月不到的样子来评价的 手机是正版的可查 就是快递包装真垃圾  这么贵的手机就一个破纸盒子装 也没防压防摔的包装  其他都很不错裸机  没赠品的 就手机标配充电器 耳机  。,4,4
12494013875,用了小一个月了  感觉可以 应该是正品  系统我也没升级  电池没有想象的那么耐用  中度使用一天一充,4,4
12491754022,挺好的，特地用了几天才来评价 之前还莫名担心，就是快递比平时慢了一天有点难受 等得好辛苦&hellip;,4,4
12490732707,很好的手机，系统流畅，外观也很漂亮,4,4
12489381279,总的来说，没预想中的好！对比之下，性价比不高，有些名不副实！,4,4
12478109596,查了是正品全新。通话听筒有杂音，还有声音很小。,4,4
12456062296,物流超快，不错的体验,4,4
12435566178,是正品,4,4
12349470935,第一次在这上面买苹果手机怕买到翻新机哈哈拿到手就查了下是为没@过的京东在电子电器类还是值得信赖的,4,4
12481732785,还算不错虽然第一次发的手机外壳有问题但是换货后1手机还是比较好的#的服务还是比较好的,4,4
12478967766,说真的，电池是真的不耐用还没有我那个荣耀10好，一天只需要充一次电就行了，这个手机要一天充两三次，电池一分，系统流畅5分，玩游戏5分，苹果手机整体外观满分5分。,4,4
12471293272,可以！第一次用苹果手机，就是感觉电量不太经用，充电有点慢，但是掉电又比较快。。。。。,4,4
12445307995,唉，怎么说呢，手机买之前看评论很&hellip;&hellip;所以很犹豫，手机到了并没有那么完美，玻璃后盖儿有点儿粘歪所以导致割手，感觉正面边框进东西了总之还凑合吧，客服很好，有问必答,4,4
12436249534,总体感觉还行可是仔细一看还是有点小卡 续航差 充电慢 不影响使用 是全新未激活的 保修到2020年1月份 挺好的,4,4
12510856171,收到的时候打开发现没有一点保护措施，可能是我没有用过苹果吧，百分之二十到充满电，我充了两个半小时，哎呀我去，好慢啊,4,4
12510237830,"先给物流点赞，上午下单，下午送达。
买个媳妇的，都挺好的，就是上手重了些。希望控制在150g左右就最好了。",4,4
12502010651,还在使用中，暂时没什么问题，就是客服一点都不好，怎么问都不说话，看以后使用情况再来追加,4,4
12499669144,用了差不多一个月不到的样子来评价的 手机是正版的可查 就是快递包装真垃圾  这么贵的手机就一个破纸盒子装 也没防压防摔的包装  其他都很不错裸机  没赠品的 就手机标配充电器 耳机  。,4,4
12494013875,用了小一个月了  感觉可以 应该是正品  系统我也没升级  电池没有想象的那么耐用  中度使用一天一充,4,4
12491754022,挺好的，特地用了几天才来评价 之前还莫名担心，就是快递比平时慢了一天有点难受 等得好辛苦&hellip;,4,4
12490732707,很好的手机，系统流畅，外观也很漂亮,4,4
12489381279,总的来说，没预想中的好！对比之下，性价比不高，有些名不副实！,4,4
12478109596,查了是正品全新。通话听筒有杂音，还有声音很小。,4,4
12477569115,一般吧，有点卡，第一次用不怎么会用,4,4
12456213906,此用户未填写评价内容,4,4
12456062296,物流超快，不错的体验,4,4
12441476156,"1 快递员工非常好，这位小哥帮我送过3次东西，每次都非常棒，这是我从京东买东西以来这大几年时间里，遇见最好的小哥。
2 东西外面的塑料封膜破损了，这样的破损不会是路上破损的，肯定是从京东库房拿出来就是这样，所以你们应该反思下，毕竟说贵也不贵，便宜也不便宜的东西，去年我买的8P各个方面都很好（因为摔坏了，也用惯了就没买X或者别的），今年的多少有点遗憾，但是总体来说还不错，分数大部分给了东西和快递小哥，京东的表现并不是太满意。

3 接下来说下苹果，我就不明白了，现在比我上次买的时候便宜了，但是这就是苹果偷工减料的原因吗？以前盒子了有手机、充电器、数据线、耳机和3.5毫米耳机转接头（虽然我一直都没用过）但是这些都是固定的配件，这次直接没有了3.5的转接线，问了客服，直接告诉我新包装没有转接线了，我.......便宜了好几百，我忍了。

以上都是个人的观点和看法，上一个8P是去年3月底买的，价钱我记得是5499买的，这次是4800买的，无论各位什么观点，不喜勿喷，再次说下，个人观点和体验。",4,4
12435566178,是正品,4,4
12405338837,还可以吧！有时会卡一下，再用一段时间再看看,4,4
12399908191,看来不是说高通基带信号就好，WIFI甚至比xr，xs Max信号还差，看来苹果信号不好是通病，不是说英特尔信号就不行，有时候比高通的还快，所以用苹果就要忍受信号问题，国产机，比如华为信号确实比苹果要强一点，这是事实呀。虽然说安卓旗舰机流畅度和苹果的差不多，但是两个手机都用的人，还是能比较出差别的，苹果还是要流畅那么一点，虽然差别很小。有人说安卓用久了会卡，那是你没有用旗舰机，还有就是没有定期清理垃圾，。隔一段时间重启一次，。其实现在安卓旗舰机流畅度没的说了，真的差别极小。,4,4
12481732785,还算不错虽然第一次发的手机外壳有问题但是换货后1手机还是比较好的#的服务还是比较好的,4,4
12478967766,说真的，电池是真的不耐用还没有我那个荣耀10好，一天只需要充一次电就行了，这个手机要一天充两三次，电池一分，系统流畅5分，玩游戏5分，苹果手机整体外观满分5分。,4,4
12471293272,可以！第一次用苹果手机，就是感觉电量不太经用，充电有点慢，但是掉电又比较快。。。。。,4,4
12445307995,唉，怎么说呢，手机买之前看评论很&hellip;&hellip;所以很犹豫，手机到了并没有那么完美，玻璃后盖儿有点儿粘歪所以导致割手，感觉正面边框进东西了总之还凑合吧，客服很好，有问必答,4,4
12436249534,总体感觉还行可是仔细一看还是有点小卡 续航差 充电慢 不影响使用 是全新未激活的 保修到2020年1月份 挺好的,4,4
12510856171,收到的时候打开发现没有一点保护措施，可能是我没有用过苹果吧，百分之二十到充满电，我充了两个半小时，哎呀我去，好慢啊,4,4
12510237830,"先给物流点赞，上午下单，下午送达。
买个媳妇的，都挺好的，就是上手重了些。希望控制在150g左右就最好了。",4,4
12502010651,还在使用中，暂时没什么问题，就是客服一点都不好，怎么问都不说话，看以后使用情况再来追加,4,4
12499669144,用了差不多一个月不到的样子来评价的 手机是正版的可查 就是快递包装真垃圾  这么贵的手机就一个破纸盒子装 也没防压防摔的包装  其他都很不错裸机  没赠品的 就手机标配充电器 耳机  。,4,4
12494013875,用了小一个月了  感觉可以 应该是正品  系统我也没升级  电池没有想象的那么耐用  中度使用一天一充,4,4
12491754022,挺好的，特地用了几天才来评价 之前还莫名担心，就是快递比平时慢了一天有点难受 等得好辛苦&hellip;,4,4
12490732707,很好的手机，系统流畅，外观也很漂亮,4,4
12489381279,总的来说，没预想中的好！对比之下，性价比不高，有些名不副实！,4,4
12478109596,查了是正品全新。通话听筒有杂音，还有声音很小。,4,4
12477569115,一般吧，有点卡，第一次用不怎么会用,4,4
12456062296,物流超快，不错的体验,4,4
12441476156,"1 快递员工非常好，这位小哥帮我送过3次东西，每次都非常棒，这是我从京东买东西以来这大几年时间里，遇见最好的小哥。
2 东西外面的塑料封膜破损了，这样的破损不会是路上破损的，肯定是从京东库房拿出来就是这样，所以你们应该反思下，毕竟说贵也不贵，便宜也不便宜的东西，去年我买的8P各个方面都很好（因为摔坏了，也用惯了就没买X或者别的），今年的多少有点遗憾，但是总体来说还不错，分数大部分给了东西和快递小哥，京东的表现并不是太满意。

3 接下来说下苹果，我就不明白了，现在比我上次买的时候便宜了，但是这就是苹果偷工减料的原因吗？以前盒子了有手机、充电器、数据线、耳机和3.5毫米耳机转接头（虽然我一直都没用过）但是这些都是固定的配件，这次直接没有了3.5的转接线，问了客服，直接告诉我新包装没有转接线了，我.......便宜了好几百，我忍了。

以上都是个人的观点和看法，上一个8P是去年3月底买的，价钱我记得是5499买的，这次是4800买的，无论各位什么观点，不喜勿喷，再次说下，个人观点和体验。",4,4
12435566178,是正品,4,4
12405338837,还可以吧！有时会卡一下，再用一段时间再看看,4,4
12399908191,看来不是说高通基带信号就好，WIFI甚至比xr，xs Max信号还差，看来苹果信号不好是通病，不是说英特尔信号就不行，有时候比高通的还快，所以用苹果就要忍受信号问题，国产机，比如华为信号确实比苹果要强一点，这是事实呀。虽然说安卓旗舰机流畅度和苹果的差不多，但是两个手机都用的人，还是能比较出差别的，苹果还是要流畅那么一点，虽然差别很小。有人说安卓用久了会卡，那是你没有用旗舰机，还有就是没有定期清理垃圾，。隔一段时间重启一次，。其实现在安卓旗舰机流畅度没的说了，真的差别极小。,4,4
12397677475,手机还行 就是包装太烂了，回来已经变形了，不知道怎么弄的，还好手机没事？,4,4
12382107973,手机确实没有任何问题就是这个包装有点不好库存机把你也好歹把灰擦一下吧快递很棒,4,4
12349470935,第一次在这上面买苹果手机怕买到翻新机哈哈拿到手就查了下是为没@过的京东在电子电器类还是值得信赖的,4,4
12481732785,还算不错虽然第一次发的手机外壳有问题但是换货后1手机还是比较好的#的服务还是比较好的,4,4
12471293272,可以！第一次用苹果手机，就是感觉电量不太经用，充电有点慢，但是掉电又比较快。。。。。,4,4
12510856171,收到的时候打开发现没有一点保护措施，可能是我没有用过苹果吧，百分之二十到充满电，我充了两个半小时，哎呀我去，好慢啊,4,4
12510237830,"先给物流点赞，上午下单，下午送达。
买个媳妇的，都挺好的，就是上手重了些。希望控制在150g左右就最好了。",4,4
12502010651,还在使用中，暂时没什么问题，就是客服一点都不好，怎么问都不说话，看以后使用情况再来追加,4,4
12499669144,用了差不多一个月不到的样子来评价的 手机是正版的可查 就是快递包装真垃圾  这么贵的手机就一个破纸盒子装 也没防压防摔的包装  其他都很不错裸机  没赠品的 就手机标配充电器 耳机  。,4,4
12494013875,用了小一个月了  感觉可以 应该是正品  系统我也没升级  电池没有想象的那么耐用  中度使用一天一充,4,4
12491754022,挺好的，特地用了几天才来评价 之前还莫名担心，就是快递比平时慢了一天有点难受 等得好辛苦&hellip;,4,4
12490732707,很好的手机，系统流畅，外观也很漂亮,4,4
12489049332,用了一个多月了，有点体验，用起来很顺畅，但是2600毫安的电池真不够用，另外一点就是信号不是很稳定，出现过信号跳水,4,4
12489381279,总的来说，没预想中的好！对比之下，性价比不高，有些名不副实！,4,4
12477569115,一般吧，有点卡，第一次用不怎么会用,4,4
12456062296,物流超快，不错的体验,4,4
12441476156,"1 快递员工非常好，这位小哥帮我送过3次东西，每次都非常棒，这是我从京东买东西以来这大几年时间里，遇见最好的小哥。
2 东西外面的塑料封膜破损了，这样的破损不会是路上破损的，肯定是从京东库房拿出来就是这样，所以你们应该反思下，毕竟说贵也不贵，便宜也不便宜的东西，去年我买的8P各个方面都很好（因为摔坏了，也用惯了就没买X或者别的），今年的多少有点遗憾，但是总体来说还不错，分数大部分给了东西和快递小哥，京东的表现并不是太满意。

3 接下来说下苹果，我就不明白了，现在比我上次买的时候便宜了，但是这就是苹果偷工减料的原因吗？以前盒子了有手机、充电器、数据线、耳机和3.5毫米耳机转接头（虽然我一直都没用过）但是这些都是固定的配件，这次直接没有了3.5的转接线，问了客服，直接告诉我新包装没有转接线了，我.......便宜了好几百，我忍了。

以上都是个人的观点和看法，上一个8P是去年3月底买的，价钱我记得是5499买的，这次是4800买的，无论各位什么观点，不喜勿喷，再次说下，个人观点和体验。",4,4
12435566178,是正品,4,4
12405338837,还可以吧！有时会卡一下，再用一段时间再看看,4,4
12397677475,手机还行 就是包装太烂了，回来已经变形了，不知道怎么弄的，还好手机没事？,4,4
12382107973,手机确实没有任何问题就是这个包装有点不好库存机把你也好歹把灰擦一下吧快递很棒,4,4
12349470935,第一次在这上面买苹果手机怕买到翻新机哈哈拿到手就查了下是为没@过的京东在电子电器类还是值得信赖的,4,4
12500219778,东西送过来的时候里面的防撞击的空气袋都破了，不知道摔了多少次，到现在都没怎么用！,4,4
12471293272,可以！第一次用苹果手机，就是感觉电量不太经用，充电有点慢，但是掉电又比较快。。。。。,4,4
12436249534,总体感觉还行可是仔细一看还是有点小卡 续航差 充电慢 不影响使用 是全新未激活的 保修到2020年1月份 挺好的,4,4
11907324562,手机查过了是正品哦，金色很漂亮，好看。耐看。苹果系统一如既往的好用。考虑了很久的华为最后还是选择了惯用的苹果。手机是好手机，京东商品是好的，物流也快。但是快递的态度非常恶劣，第一单因为快递的态度恶劣拒收了，重新下的第二单，换了快递员送,3,4
12304137881,红色特别版，拍照效果特别好，屏幕大，而且续航也很好，电量够用，跑分很高，秒杀一般的安卓，屏幕触摸感觉很好，玩游戏很流畅！,5,5
12418777334,非常完美，机子是正品，外观没有其他人说的缝隙，昨天到手四个小时安装下载各种软件才用了45%的电，电池感觉比4000ma的安卓都耐用，就是充电慢一点。流畅的一比。。。还有京东小哥很敬业，新疆大雪天都给及时送过来了，很感谢小哥,5,5
12504176355,哈哈哈，不错，不错，给老婆买的，很有手感，有重感。不像别的轻飘飘的，么得感觉。很喜欢，我也终于可以用6了(脸着地了，稀巴碎，但还能正常用，所以果断再买了8p，苹果虽然贵，但真的实在)，呵呵，很不错正版，无瑕疵。,5,5
12064914592,今天终于入手了5999，外面检查完毕以后，然后就是检查序列号，发现都是对的，然后开机直接@，登录id，因为以前一直都是苹果所以也没有什么感觉，速度很快，就是辅助控制有点慢，再也没有其他了特别流畅，这个麦克风我要大赞，真的很高，音质特别好。视频特别清晰。我拍了视频大家可以看一下视频的流畅度。顺便带上耳机感受一下高音，售后是特别的好，亲切客服态度相当好。多年的京东购物经验提醒大家最好买京东自营的，第三方的不建议&hellip;,5,5
12294179781,"反应很灵敏，金色真的很漂亮后面粉粉的，特别好看
就是玻璃屏有点惊险，谁让它好看的，用惯了苹果，喜欢它的干净利落，软件文件都没有包袱，可以让手机轻松运行",5,5
10962607452,"很愉快的一次购物，双11活动抢购的。手机用起来很舒服。8p的外观没变，但是材质是玻璃的，特意和奶油粉金做了对比，黑色低调耐看，奶油粉金更适合女孩子。两款我都喜欢。
喜欢带指纹的8p，是前面两款手机的继承，用起来很顺手，运行速度杠杠滴，尤其是指纹解锁超级快，游戏方面暂时还没有很好的匹配，王者荣耀暂时不能开启高帧率模式，如果可以开启90帧的话简直飞起哈哈哈。夜间拍照效果很棒，有一种立体感。",5,5
12469136249,买来玩游戏的，游戏体验极好。手机是新的，用起来很流畅，表面也没什么问题。满意,5,5
11535080759,"帮朋友买的，连我都很喜欢，我都心动了，经典的梦想手机，我用过iPhone6s plus,现在看朋友在用8plus，满满的回忆，8plus 用的A11处理器是手机界最强大的处理器，连高通845和麒麟970都追赶不上，还支持了无线充电，还有ip67放水防尘，京东自营物流很给力，因为是玻璃后盖，建议套个手机壳&hellip;&hellip;",5,5
12329902695,好，很好，非常常好，手机挺重的，外观很完美，性能稳定，值得购买，京东商城值得信赖！,5,5
12443365042,年前买来用了一周还是挺不错的，第一次用苹果手机感觉很好，质量也不错，屏幕比以前的mate8感觉要好很多虽然都是lcd的屏幕，有一次外放发现手机是立体声场，不仅底部可以出声，连耳机听筒也可以扬声，这点比以前的mate8要好,5,5
12408119332,买这款手机的时候是要预定的，京东自营就是好?，在预定时间内送到。手机手感很好，用起来也顺畅，相信苹果这个品牌，用一段时间再追评哦&hellip;&hellip;,5,5
12505162185,一直以来，对苹果手机情有独钟。或是习惯了ios系统，用起来得心应手！今天特别换成8p大屏，手感不错，运行流畅。,5,5
11595987793,特意用了一周再来评论，贴了前后膜加了壳，爪机超nice，毕竟iOS系统，很流畅，木有任何问题~  看了好多评论里说有这样那样的问题，吓得我拆快递的时候都录的视频&hellip; 哈哈，事实证明京东毕竟是京东，值得信赖~ 而且就算发生什么问题，概率也是非常小的，不可能就那么倒霉正好发生在你身上~  关于电池一直都是苹果的软肋，反正我每天就刷刷微博微信 听音乐，一天充一次就OK~,5,5
12375182381,外观还是很喜欢的，大小也刚好，不想带太大的，我用手机要求不高，就购物和~，所以也体验不出运行快不快，但还是很满意，之前带安卓现在用两天也顺手多了&hellip;还有就是快递超快的，公司员工也挺满意的,5,5
11605717251,用了半个月 感觉没什么问题 而且银色挺好看的 我当时买这款手机主要是为吃鸡&hellip;&hellip;平心而论玩刺激战场&hellip;&hellip;真的是超级流畅！！,5,5
12101581999,首先，物流包装很好，没有任何损坏，然后，不锈钢架很有分量，配的零件质量也很好，安装方便颜值有了，质感有了，真是集收纳与美观一身，东西做工很好，很有现代工业感，组合多变，想要怎么组都可以，有***的乐趣，可能下回还会来，如果需要的话。,5,5
12379251362,之前看评论一直不敢下单  后来朋友说靠谱  拿回来马上用网上找的方法各种检查  没任何问题  后来又玩吃鸡  果然没让人失望！玩起游戏特别棒  金色也很好看?    现在用了两天了  感觉很棒！,5,5
12421239555,拍照效果很好，外观很漂亮，各方面都不错，反应很快，不卡，很喜欢，价格划算，值得购买，电池用量也久。,5,5
11133631364,显示效果: 很棒，屏幕比前几代都要精细 运行速度: 很快，功能更便捷一些了 拍照效果: 人像效果很赞 电池续航: 支持无线充电的感觉还是爽,5,5
12499578953,看着这款手机挺久了       本来想着在SN上买的  后来对比了一下  好像京东的比较靠谱        就在京东下单了     发货真的很快     然后京东的快递也是很赞的     晚上下单  第二天下午手机就送到了      然后就是开箱看手机    iPhone8p的颜值真的特别高    背面的玻璃设计  真的很舒服      然后手机的系统  流畅度    屏幕显示效果   都是很赞的     用了几天来评价  完全没有什么问题   手机的电池也是很佳的  充满了  可以玩好久    很赞,5,5
11322019494,非常好，刚开始买一个有瑕疵。退货了。前天看有活动金色秒杀就买了。这个非常好。外观没毛病。没瑕疵。就寄激活了。激活挺快的。不卡。他们说的打电话还没试。等明天再试。好评。原本买银色的。朋友买个。不想跟他一样就买个金色。感觉金色很好看。每个人审美不一样。坚持自己的就好毕竟自己用。自己喜欢就好，这说一下包装。我看别人都有一个厚袋包的。我的没有。准备给包装打一星。现在很好就给五星吧,5,5
12398782384,不错 高大上 屏幕也不错 电池也不错 很流畅 玻璃面的设计很完美 总之就是不错 价格也算便宜 满意的购物 凑够字了吗？相当我很累！哈哈哈哈我觉得自己是最可爱的人了！哈哈哈哈哈?,5,5
12392905539,手机收到了，还不错，也查询了一下日期，没问题，电池比原来的6S强多了，系统也很流畅，目前没什么太大问题，趁着这个价格买下来的，纪念最后一款home键手机，一开始也是有所担心质量问题，用一段时间看看吧，目前是没什么毛病,5,5
12275560861,手机已经用了一段时间了，很不错，暂时没有出现任何的问题，早上出门满电，晚上下班回家还是有1半多的电，不玩游戏，基本生活常用的APP耗电还是可以的，棒棒哒！,5,5
12319348613,电池续航很好，基本工作一天下来，晚上睡觉还能剩30%左右的电量。像素比6s高很多&hellip;在x和8p之间徘徊良久，最后选择了8p，手感很好。,5,5
