cus_id,comment_time,comment_star,cus_comment,kouwei,huanjing,fuwu,shopID,label,year,month,weekday,hour,comment_len
dpuser_7832675712,2016/12/11 15:26,sml-str20,口味 偏甜 环境 差 服务 差 价格 太 高性价比 太低 感觉 价格 完全 是 被 炒作 起来 的,好,差,差,520004,2,2016,12,6,15,37
正興,2016/11/16 0:08,sml-str20,已经 是 非常 出名 的 甜品店 了 每次 来 的话 基本上 都 要 稍微 排 一下 队 至于 服务 的话 基本上 是 没有 收银员 依然 板着脸 取餐员 也 毫无 笑容 时不时 还会 取错 甜品 就 甜品 本身 来说 并 没有 特别 过人之处 感觉 现在 只是 凭着 名气 在 维持 着,好,一般,差,520004,2,2016,11,2,0,168
zwe910,2016/11/6 22:28,sml-str20,看到 排队 很 厉害 就 跟 了 风 芝麻糊 很甜 有 勾芡 没有 稠密 感 只有 胶状 感 糖水 番薯 里面 有 老姜 番薯 味道 不错 不过 依旧 很甜 薏仁 糯米 粥 加 番薯 甜甜 甜 被 齁 住 了 汤汁 较 浓稠 产品价格 都 不贵 五份 元 可是 真心 吃 不惯 这么 甜 的 糖水,一般,一般,一般,520004,2,2016,11,6,22,148
Zany_Zinnia,2016/11/6 18:27,sml-str20,慕名而来 似 是 非常 非常 有名 的 糖水 店 知乎 里 不造 哪个 人 推荐 的 双皮奶 要 了 一碗 一口 下去 失望透顶 根本 吃不出 双层 用料 不是 单纯 的 全脂 牛奶 蛋白 和 糖 里面 一定 有 别的 诸如 吉利 丁 果胶 一样 的 东西 牛奶 含量 很 有 问题 脂肪 都 无法 形成 顶上 的 薄膜 非常 差 凤凰 奶糊 我 是 第一次 吃 口感 很 新鲜 但是 糖太多 太甜 了 木瓜 西米 糖水 椰汁 蛮 浓郁 的 木瓜 也 很多 这个 吃 吃 还 可以 吃 糖水 的 时候 顺便 了 凤凰 奶糊 的 做法 感觉 和 双皮奶 一起 做 是 非常适合 适合 妹子 的 示爱 方式 用 同一 只 鸡蛋 蛋白 做 双皮奶 蛋黄 做 凤凰 奶糊 一人 一碗 艾玛 我 要 做 给 男票 吃,一般,一般,一般,520004,2,2016,11,6,18,322
轩子33,2016/10/17 10:32,sml-str20,名声在外 百花 甜品 百花盛开 真是 有百来种 糖水 可以 选 一排排 小 字儿 密密麻麻 看 的 头晕 综合 起来 就是 双皮奶 类奶 糊类 西米露 累 龟苓膏 类 马蹄 爽类 红 豆沙 绿豆沙 番薯 糖水 加 的 材料 不同 又 变化 出 很多 种类 刚 吃 完 隔壁家 的 玫瑰 来 了 这边 堂食 的 位置 有些 少全 凭 运气 要 的 椰汁 西米露 和 三宝 糖水 口味 都 只能 说 普普通通 两款 都 比较 寡淡 椰汁 西米露 甚至 不太 喜欢 不 知道 是 出品 不 稳定 还是 怎么 反倒 是 吃 的 几家 糖水 铺里 最 普通 的 一家 营业 到 凌晨,一般,一般,一般,520004,2,2016,10,0,10,285
akira28,2016/10/15 1:37,sml-str20,十点 半 过后 途经 文明 路 那 一带 还是 很旺 吃宵夜 的 人 很多 百花 甜品 一如既往 的 要 排队 这次 试 了 一碗 木瓜 牛奶 加雪耳 吃 完 之后 的 感觉 就是 百花 吃 的 不是 味道 而是 一种 情怀 牛奶 应该 用炼 奶冲 的 没有 那种 香浓 的 牛奶 味 木瓜 很雪耳 都 是 爽脆 的 口感 有种 没有 煮 透 的 感觉 不 好吃 小小的 一碗 十四块 大洋 不 值得 不是 冲着 名气 与 情怀 其实 还有 很多 选择,一般,一般,一般,520004,2,2016,10,5,1,225
啦啦啦@.@,2016/10/8 14:57,sml-str20,去过 不止一次 啦 今次 比 之前 失望 咯 人气 每次 去 都 很多 人 的 这次 我排 了 分钟 左右 长长的 一条 队 品种 很多 有 上 百种 任君 选择 各种 冷 的 热 的 口味 之前 点 的 是 香芋 西米 之类 这次 看 招牌 是 凤凰 奶糊点 了 个 试试 谁料 我 的 凤凰 奶糊 看上去 比 旁边 陌生人 那碗 要 差 很多 我 的 是 一粒 粒 疙瘩 形状 的 明显 旁边 那个 人 的 看上去 要 滑 很多 我 这碗 应该 是 煮 坏 了 的 出品 居然 这样 人多 也 不能 这样 随便 吧 身为 吃 了 很 多次 番禺 沙湾 的 姜 埋奶 双皮奶 凤凰 奶糊 的 人 一 吃 就 知道 这是 次品 了 总体 比较 失望 的,一般,一般,一般,520004,2,2016,10,5,14,289
可爱多O,2016/9/17 21:20,sml-str20,怪 我们 不会 欣赏 吧 红豆 芋头 好 甜 啊 而且 芋头 似乎 没 煮熟 好 硬 夏天 没 空调 不会 再来 的 老字号,一般,好,一般,520004,2,2016,9,5,21,43
傻猪猪猪猪333,2016/8/17 18:58,sml-str20,突然 很想 喝雪耳 买回来 还 没 喝 就 觉得 一般 了 尝过 之后 真的 觉得 比 块钱 的 大 龙火 火火火 的 冰镇 雪耳差 多 了 这个 煮 的 时间 太短 了 根本 一丁点 的 胶质 都 没有 平时 吃 的 雪 耳 是 很 散 的 百花 的 雪 耳 一朵朵 的 很密 不 知道 是 品种 不同 还是 做法 不同,差,一般,好,520004,2,2016,8,2,18,172
inVincible_6996,2016/7/28 12:04,sml-str20,品种繁多 看 得 眼花缭乱 大热天 最好 还是 打包 回家 吃 吧 路边 实在 热得 不行 菜单 密密麻麻 最后 还是 决定 试试 它 的 招牌 双皮奶 蛮大 一碗 分量 是 够 可是 奶 香味 呢 吃 起来 平平淡淡 然后 不死心 再要 了 一碗 薏米 绿豆汤 老板 果然 实在 都 是 豆水 很少 港真 绿豆汤 作为 消暑 甜品 个人 认为 水 多一点 比较 好吃 再者 甜到 齁 死 人 是不是 糖 不要 钱 于是 问 店员 要 杯水 想 冲淡 一点 人家 不 给 所以 吃 两口 就 吃 不 下去 了 不会 再 去,一般,一般,一般,520004,2,2016,7,3,12,264
bjpisces,2016/7/21 21:05,sml-str20,环境 和 对面 的 明记 比 可差 多 了 口味 却 没 比 人家 好 多少,一般,一般,一般,520004,2,2016,7,3,21,26
dpuser_07519208075,2016/7/17 1:24,sml-str20,上次 吃 了 杏仁 奶糊 觉得 偏甜 但是 好喝 可以 接受 今天 专门 来 喝 红豆 沙加 了 香芋 天 哪 甜 到 糖尿病 都 犯 了 要 不要 甘甜 不会 再 来,一般,好,好,520004,2,2016,7,6,1,62
加贝乐KA,2016/6/26 0:29,sml-str20,这样 的 所谓 老字号 名声在外 服务态度 实在 太 差 本身 糖水 就 卖 的 比 人家 贵 双皮奶 都 蚊起 香芋 的 就是 几大块 芋头 服务员 一个个 黑口 黑面 的 你 去 消费 还 当 你 去 给 她 找麻烦 还 反 呛 顾客 你们 吃 这 零 蚊 的 糖水 我 地 加班费 都 唔 够 啦 难怪 如今 众多 广州 的 老字号 都 日益 萧条 这样 的 服务态度 看 百花 如今 也 是 越做越 差 可惜 了 这个 金字招牌,一般,一般,差,520004,2,2016,6,6,0,221
小笼包,2016/5/14 18:11,sml-str20,經過 這家 老字號 就 買 了 兩碗 糖水 試試 可能 因為 老店 的關 係 很多 人 排隊 買 糖水 店面 比較 少 就餐 的 桌椅 也 要 輪 侯紅豆 鳳凰 奶糊 奶糊 比 較 稀 味道 也 很淡 紅豆 很多 奶糊 吃 起來 不太甜 覺得 這個 糖水 沒有 啥 特別 十二元 一碗 有點 不值 紅豆 薏米 番薯 糖水 幾塊 番薯 已經 占 了 大半碗 糖水 實質 不算 多 這個 糖水 不過 不失 吧 這家店 的 服務態度 實在 很 差鄰 桌一個 自帶 食物 入店 內 吃 一般 餐廳 都 是 提醒 一下 就算 了 但是 這家店 的 服務員 屢次 斥責 那位 顧客 語氣 很 差 有 趕客 的 意思,好,一般,一般,520004,2,2016,5,5,18,282
Belicoch,2016/5/4 0:07,sml-str20,唉 我 真的 不太想 认真 写 这篇 点评 啊 百花 甜品 让 我 知道 原来 不是 所以 的 老字号 都 好吃 地址 始于 的 老字号 百花 甜品 位于 文明 路上 走 到 一个 十字路口 看着 招牌 最大 人 最 多 的 那家 就是 了 环境 你 看 人 这么 多 拼桌 当然 是 毋庸置疑 的 了 人家 吃 完 的 很 久 都 没人收 还 得 自己 收到 一边 桌上 有 抹布 自己 擦 桌子 真不知道 服务员 除了 收钱 还要 干嘛 菜品 我们 点 了 冬 三宝 西米露 和 双皮奶 吃 完 和 小伙伴 一致 的 结论 是 真不知道 这么 多人 都 在 吃些 什么 冬 三宝 隔 了 太久 已经 不太 记得 内容 好像 是 红 豆沙 为主 加入 了 西米 绿豆 薏仁 和芋 圆 吧 看起来 很 营养 但是 实在 是 太 甜太甜 椰汁 西米露 跟 路边 廉价 奶茶 店 的 没什么 两样 而且 很甜 双皮奶 点 这个 是因为 之前 在 南信 吃 到 了 爆 好吃 的 双皮奶 想 说 万一 广州 所有 的 双皮奶 都 这么 好吃 呢 于是 没有 对比 还 真是 不 知道 啊 这个 双皮奶 用 小伙伴 的话 说 跟 蒸 蛋白 没有 区别 总之 这 三样 基本上 是 怎么 端上来 怎么 收下去 唉 伤心,一般,一般,一般,520004,2,2016,5,2,0,486
kasinrai,2016/4/19 13:13,sml-str20,这家 店 十多年 了 吧 小时候 住 这边 但 一次 都 没 去过 后来 莫名其妙 在 微博微信 上火 了 经常 人多到 爆 坐 的 地方 不 多人多 时 最好 一人 买 东西 一人 等 座 选择 超级 多 牌子 上 写 得 密密麻麻 的 一般 不 知道 吃 什么 我 都 会 选 最 经典 的 这次 选 了 双皮奶 跟 糯米 麦粥 双皮奶 还 不错 奶味 跟 甜度 也 但 并 没有 好 到 再 来 一碗 的 地步 就是 普通 的 水平 糯米 麦粥 是 我 最 爱 的 糖水 之一 但 百花 的 太 让 我 失望 胃 不好 的 人别 吃 那些 小麦 能 硬 到 你 胃痛 甜味 太寡 吃 几口 就 腻 没 了 清甜 的 感觉 糯米 不 糯 整体 不够 粘稠 用 粤语 来说 就是 渣 还 渣 水 还 水 最后 我 只 喝完 了 水 留下 了 半碗 小麦 爸妈 之前 还 来 吃 过 一次 番薯 糖水 也 是 非常 差 讲 真 即使 是 老店 我 还是 忍不住 想 说 这种 水平 为什么 还 能 这么 火不说 了 回家 自己 煲 糖水 去,一般,一般,好,520004,2,2016,4,1,13,392
samandal,2016/4/2 21:21,sml-str20,总结 一句 盛名之下 其实难副 读书 果阵 都 无甘 出名 的 附近 几家 甜品店 人流 都 差 唔 多点 知 宜家 呢 间 野越 开越 大 俾 公众 号 炒热 晒 咯 最 近几个月 经过 几次 都 排晒 长龙 夸到 今日 人少 就 试下 啦 唉 无 服务 环境 麻麻 同台 的 小妹妹 系 跟 住 公众 号 去 吃 的 咯 一条 队 落单 一条 队罗 甜品 埋 完 单排 紧 另 一条 队有 条友系 隔离 排住 队煲 烟臭 死 本来 就 印象 差点 知埋 完单 直接 冲过来 插队 话 架车 系 隔离 停住 要 赶住 走 喔 个 罗 甜品 的 阿姨 就 直接 帮距 插队 一 都 无 问过 我 地 呢 老实 规矩 排队 既人 既 意见 咯巴之闭 的 铺 头 咯 黑口 黑面 吃 距野 好像 无 俾 钱 甘窿 晒面 丢 巴之闭 至于 味道 更系 一般般 咯 双皮奶 唔 滑 又 甜 一 都 唔 香个 凤凰 奶糊西米 也 不 好吃 同 顺德 果边 的 差太远 只能 说 不会 再 去 吃 重申 盛名之下 其实难副,一般,一般,差,520004,2,2016,4,5,21,403
深海翱翔,2016/3/29 21:12,sml-str20,不 适应 哦 这 就是 大家 都 喜欢 的 糖水 么 太甜 哈哈 我 和 朋友 都 受不了,一般,一般,一般,520004,2,2016,3,1,21,32
crystal彤,2016/3/19 19:04,sml-str20,只有 名气 没有 了 旧时 真材实料 的 味道,一般,一般,一般,520004,2,2016,3,5,19,16
Lila方,2016/2/24 10:20,sml-str20,听 了 某人 介绍 从 广州 塔 搭 了 半小时 车 跑 开 的 路痴 的 我 兜兜 转转 才 找到 开始 看到 一种 历史悠久 的 感觉 伸出 手指 一 算 原来 就 年 好 吧 人 挺 多 的 菜单 也 五花八门 吃 了 他 介绍 的 绿豆沙 加 芝麻糊 就是 绿豆沙 的 味道 炖奶 真的 不 好吃 好 吗 有种 不 知道 的 味道 很 奇怪 慕名而来 的 不要 期待 太高,一般,好,好,520004,2,2016,2,2,10,205
123&FOUR;,2016/2/3 14:59,sml-str20,文明 路 的 百花 甜品 以前 很 出名 现在 也 好多 人 排队 现在 总 感觉 吃 不到 以前 的 味道 用 一次性 胶 碗装 着 糖水 哎 不够 住家 的 点 的 椰汁 西米露 椰汁 是 罐装 的 那种 淋 上去 吃 的 西米 还 算 可以 吃 了 几口 就 觉得 很甜 只能 罢 就 百花 要 保持 出品 啊 方能 对得起 一众 吃货,一般,一般,一般,520004,2,2016,2,2,14,190
mmforever,2016/1/22 22:57,sml-str20,以前 吃 觉得 很 不错 选择 很 丰富 这次 去 觉得 好 甜 而且 双皮奶 的 奶味 也 不 浓郁 而且 感觉 有胶 添加 在 里面 像 果冻 比起 澳门 的 义顺 双皮奶 要 差 好多 呃 下次 应该 不 回来 吃 咯,一般,一般,一般,520004,2,2016,1,4,22,81
没事就闹,2016/1/8 21:30,sml-str20,真心 不 推荐 百花 后来 去 了 南信 觉得 比 百花 好 很多 倍 根本 就 不是 一个 级别 的 百花 点 了 杏仁 奶糊热 的 味道 一般 太甜量 也 不 多 西米露 冰淇淋 球冷 的 也 不 好吃 我 看 别人 点 的 东西 看起来 也 不 咋 地 周围 的 人 吃 的 时候 也 嘀嘀咕咕 的 说 一般 座位 很少 很 拥挤 反正 是 家 的 店,一般,好,好,520004,2,2016,1,4,21,195
妮171,2016/1/2 11:56,sml-str20,太甜 了 吃 了 红 豆沙 和 木瓜 鲜奶 实在 太甜 太腻,一般,一般,一般,520004,2,2016,1,5,11,21
Ftr,2016/1/1 18:14,sml-str20,这家 店 真的 很红 以前 在 点评 已经 见过 有人 推荐 现在 在 微博 都 看到 有人 推荐 以前 路过 都 没有 想 进去 现在 反而 是 专程 过来 吃 的 下午 来到 在 收银台 的 队伍 已经 排 到 马路 了 不得不 说 收银 柜台 上面 的 菜单 看得 我 眼花缭乱 而且 那句 本店 不 售卖 顾客 凭空想象 的 甜品 真的 给 我 很大 压力 本来 想 好 的 东西 一走 到 收银台 就 想不起来 了 不过 想不起来 也 没关系 因为 菜单 上 的 东西 不 一样 有 货 最后 随便 了 点 了 两个 然后 给钱 之后 拿到 小 纸条 去 旁边 等 着 出品 其实 所有 东西 都 是 现成 做好 的 全都 在 加热 的 柜子 里面 有点像 在 饭堂 打饭 把 单 交给 服务员 她 打开 两三个 盖子 然后 装在 一起 就行了 我点 了 木瓜 雪耳 椰汁 和 海带 西米露 大概 是 这 两个 的 味道 一般 但 两样 加 起来 都 元 真心 不 便宜 啊 而且 店 里面 实在 太小 了 各种 坐得 不 安心 冬天 穿 的 衣服 多人 又 多 很 怕 服务员 把 甜品 倒 到 自己 身上 如果 下次 过来 可能 选个 早 一点 的 时间,好,一般,一般,520004,2,2016,1,4,18,439
MiKi貓貓,2015/12/25 11:10,sml-str20,这家 老字号 的 店 春夏秋冬 都 那么 多人来 这里 喝 糖水 的 很久以前 也 来 过 这里 吃 最 喜欢 的 就是 香芋 绿豆沙 绿豆沙 口感 很绵 香芋 也 很 粉 这个 意想不到 的 组合 真的 很 不错 过 了 一年 左右 再次 回来 吃 却 让 人 有点 失望 这次 我 没有 吃 绿豆沙 而且 由于 是 晚上 去 吃 的 可以 选择 的 品种 也 不 多 但 人流 依然 很旺 这次 吃 了 椰汁 西米露 香芋 椰汁 红豆 西米 牛奶 窝 蛋 我 觉得 冷 的 都 不 好吃 而且 糖水 都 很甜 并且 没有 其他 味道 了 只有 窩 蛋 让 我 觉得 好吃 但 窩 蛋 真的 很 普通 在家 我妈 也 经常 可以 弄 给 我 吃 所以 我 觉得 这块 的 窩 蛋 性价比 不高 我 估计 之后 都 很少 来 这里 吃 了 所谓 的 老字号 也 不过如此,一般,一般,一般,520004,2,2015,12,4,11,336
大吃货1128,2015/11/9 19:22,sml-str20,一大早 来 的 奶糊 还 没得 卖 就要 了 个 红豆 双皮奶 觉得 很 一般 耶太硬 没有 入口 即化 的 感觉,一般,一般,好,520004,2,2015,11,0,19,42
小门口亡是公,2015/11/8 9:17,sml-str20,这家 百花 甜品 创业 于家 据说 有 一二百 种 甜品 看餐 单 都 眼花缭乱 每种 甜品 有 特定 编码 埋单 时要 报 编号 报错 不 退点 了 绿茶 奶糊 和 红豆 薏米 雪糕 杯 说实话 感觉 一般 相隔 不远 的 达 杨 原味 炖品 传闻中 广州 最 好吃 的 炖品 来回 都 是 排队 等 座 的 长队 终究 因为 等 不了 太久 而 放弃 下次 有人 到 羊城 来 不妨 尝试 下 这家 炖品 哦 再 告诉 我 是否 实至名归,一般,一般,一般,520004,2,2015,11,6,9,231
吴吞吞爱吃鱼,2015/10/31 18:10,sml-str20,味道 不错 排队 的 人 很多 选择 简直 太多要 得 选择 犹豫 症 了,非常好,好,一般,520004,2,2015,10,5,18,26
vanco19,2015/10/8 1:33,sml-str20,作为 地道 广州 人 我 想 讲 百花 根本 唔 可以 代表 广式 甜品 广州 最 正宗 甜品 仲系 要 去 南信,一般,一般,一般,520004,2,2015,10,3,1,39
Littlesherrylin,2015/9/12 10:40,sml-str20,呃 这个 甜品店 真的 不如 隔壁 的 玫瑰 甜品 啊 太 甜 了 完全 甜得 喝 不下 慕名而来 结果 有点 失望 吧,一般,一般,一般,520004,2,2015,9,5,10,46
查理布朗与露西qqq,2015/9/8 21:58,sml-str20,和 玫瑰 甜品 在 一条街 冲着 凤凰 奶糊去 吃 的 第一次 去 说 要 等到 点才 做好 第二次 去 说 要 等 五至 十分钟 第三次 还是 说五至 十分钟 我 说 怎么 还 等 店员 才 说 点 了 凤凰 奶糊 之后 要 等 五至 十分钟 才 的 那 当初 你 怎么 不 这么 说 醉 了 后面 点好 了 等 了 差不多 时间 拿 号 去取 货 服务员 大妈 还 很 凶 说 早就 做好 了 啊 靠 从头到尾 都 是 什么 怎么 服务 的 啊,一般,好,差,520004,2,2015,9,1,21,220
青春阿米糕,2015/9/8 13:24,sml-str20,广州 有名 的 糖水 店 原来 就 在 达 杨 一条街 上 之前 去过 达 杨好 多次 都 没 去 这次 去 特别 去 尝 排队 分钟 服务 小姐 铁板 脸 东东 是 便宜 的 均价 左右 东西 呢 足料 味道 嘛 中 上 确实 没有 特别 好吃 所以 顺道 可以 特别 去 感觉 好 废 柴 啊 羊城 地铁 农讲 所 站 出 站 走 分钟 左右 可达 哦,好,一般,一般,520004,2,2015,9,1,13,203
捞虎捞鼠,2015/7/16 23:35,sml-str20,品种 很 很 很多 大概 有 多种产品 的 甜品 牛 逼 吧 我 本来 想 去 玫瑰 甜品 的 看 这里 人 他 么 的 太 多 了 就 在 这里 停 了 下来 点 了 那个 什么 糊热 的 还有 黑芝麻糊 哎 口味 就 一个 甜字 腻 都 有 不 起全 一个 甜 啊 不 喜欢 我来 不是 为了 吃 白糖 呀 还 说 有 多年 的 历史 啦 真心 不 喜欢 的 没有 那个 什么 台湾 甜品 好吃 制作 倒 是 很快 基本 都 是 成品 咬 出来 就 可以 吃 了 基本 都 是 老妈子 在 制作 价格 很 便宜 基本 都 是 在 块 左右 一碗,一般,差,差,520004,2,2015,7,3,23,256
love1314334499,2015/7/11 10:10,sml-str20,我能 说 很 难吃 吗 都 是 糖 还是 南信 的 好吃,一般,一般,一般,520004,2,2015,7,5,10,19
小花姑娘是我,2015/6/8 9:27,sml-str20,这家 店 一般般 木瓜 感觉 蒸熟 放 了 好久好久 没有 新鲜 木瓜 的 感觉 这家 做 的 是 快式 甜品 你 要 糖水 什么 搭配 就加 就 好 如果 新鲜 木瓜 煮 鲜奶 的话 这样 才 好吃 香芋 也 不够 粉 香芋 本身 不够 好西米 也 很 一般 总之 很 一般,一般,一般,很好,520004,2,2015,6,0,9,97
iris830,2015/6/5 2:18,sml-str20,食 的 是 传统 广式 糖水 所以 觉得 没有 什么 特别 只是 家里 懒得 煮 时 去 感觉 有 一点点 贵 不过 料 还 算足 的 不会 有 半碗 都 是 水,好,一般,一般,520004,2,2015,6,4,2,55
有生之年，一人吃遍世界,2015/5/18 1:16,sml-str20,不是 很 喜欢 加有 陈皮 的 红豆汤 而且 不 喜欢 白 芝麻汤圆 可惜 没黑 芝麻汤圆 还有 最 重要 一点 糖水 不够 冰,一般,一般,一般,520004,2,2015,5,0,1,47
舌尖上的味蕾皇后,2015/5/13 0:13,sml-str20,我 是 不應 該 來 這 裏 吃 雙皮奶 的 完全 不 知道 自己 在 吃 的 是 什麼 鳳凰 奶糊 不夠 香 而且 比較 稀感覺 已經 不是 學生 時期 的 味道 或者 吃 的 不是 味道 而是 一份 逝去 的 情懷 和 青春,一般,一般,一般,520004,2,2015,5,2,0,77
ivy&lily;,2015/4/22 12:49,sml-str20,试 了 双皮奶 觉得 一般般 双皮奶 很 讲究 奶和蛋 的 比例 感觉 这家 的 蛋太多 了 弄 得 像 炖 蛋 真正 好 的 双皮奶 应该 是 有些 糊状 勺子 能 放在 上面 就 可以 了 说真的 味道 不及 仁信 和 南信,一般,一般,一般,520004,2,2015,4,2,12,82
天生我逗比有用,2015/4/12 9:53,sml-str20,文明 路 一个 路口 的 店 突然 想 吃 糖水 就 去 了 平时 路过 见到 挺多人 的 招牌 说 自己 是 老字号 其实 感觉 没 几年 特别 是 这种 糖水 也 没有 什么 技术 用料 什么 的 也 没 啥 讲究 特别 是 店员 一看 就 不是 老一辈 的 诚信 什么 很难 讲 价格 非常 的 贵 最 便宜 芝麻糊 元 其他 的 红豆 西米 冷 的 居然 要元 小小 一碗 成本 估计 元 赚 死 了 味道 真的 一般 不能 说 好吃 都 是 冰 了 不 知道 多久 红豆 和 西米 各 搞 成 一块 了 哎 这种 打着 老字号 的 旗杆 卖 着 劣质 食物 服务 也 很 差 都 是 中年 大婶 脾气 那个 冲 卫生 意识 也 不好 不 干净 我 个人 是 不会 再 去 的 了,一般,好,一般,520004,2,2015,4,6,9,310
宇宙无敌小超人吉安,2015/2/11 10:35,sml-str20,口味 环境 服务 都 是 一般 就是 一般 的 家常 糖水 可能 没有 叫 到 好喝 的,一般,一般,一般,520004,2,2015,2,2,10,35
眉绯,2015/1/26 20:07,sml-str20,木瓜 奶 很甜 比较 传统 风味 木瓜 炖 得 很 软 冬天 要 多 吃,好,一般,一般,520004,2,2015,1,0,20,25
奔兔2008,2015/1/19 20:06,sml-str20,据说 二十多年 的 店 看起来 很 简陋 很 像 十年 的 粤语 长片 里 小店 在 十字路口 的 头上 服务 也 不 咋 地店 里面 贴 的 要求 好多 对 这边 的 感觉 像 到 了 上海 的 小 馆子 老板 真的 很 拽 让 我 感觉 进 了 黑店 点 了 两份 甜品 绿豆沙 有点 糊掉 啦 双皮奶 太甜 我 和 朋友 正好 去 的 时候 都 牙龈 肿痛 吃 完 了 心情 也 不好 了 貌似 这边 口碑 不错 很多 老街坊 来次 吃 貌似 也 习惯 了 店家 的 高冷,一般,一般,差,520004,2,2015,1,0,20,250
gfhkkp,2015/1/15 5:50,sml-str20,普通 流水 線 糖水 唔 好 食 隔離 玫瑰 甜品 好食 啲,一般,一般,一般,520004,2,2015,1,3,5,22
s_u_n_c,2015/1/7 16:49,sml-str20,文明 路 这间 百花 甜品店 算系 几 出名 而且 系 老字号 来 吃 过 几次 不过 前排 就 元旦 期间 去 吃 好 恐怖 好似 要 抢 位置 禁先 霸到 一个 位仲要 排条 长长的 队才 到 自己 买野 甜品 都 可以 价钱 都 合适 五贵 比较 喜欢 距 既 双皮奶 芝麻糊 炖奶 环境 就 一般 啦 上 既 速度 很快 不过 元旦 期间 去 五 知系 咪 因为 多人 热 芝麻糊 上 到来 都 冻 了 所以 下次 都 不会 选择 节假日 来 味道 都 无禁 好吃 咯,一般,一般,一般,520004,2,2015,1,2,16,234
gzsmall,2015/1/4 16:20,sml-str20,已经 沦陷 了 非常 一般 但 唔 知 点解 仲会 有 甘多人 去 排队 旁边 玫瑰 好好 多咯,一般,一般,一般,520004,2,2015,1,6,16,35
白云区葫芦娃,2014/12/28 21:20,sml-str20,老实 讲 其实 好 一般 甚至 可以 说 失望,一般,一般,一般,520004,2,2014,12,6,21,20
Night_Waltz,2014/12/20 14:38,sml-str20,所谓 的 老字号 可惜 在 出品 保持 不了 老字号 的 水准 出品 基本 偏甜 只能 说 是 随便 吃 吃 还是 可以 的,一般,一般,一般,520004,2,2014,12,5,14,44
猫猫顶花花,2014/12/9 23:18,sml-str20,达 杨 一条街 上 的 甜品 很 出名 真心 对不起 它 的 名号 家里 普通 都 能 做 出来 的 糖水 有种 被 骗 的 感觉 来块 就算 了 当 是 尝鲜,一般,一般,一般,520004,2,2014,12,1,23,63
第四晚心晴,2014/12/1 20:07,sml-str20,细细 间 既 糖水 铺 在 转弯 位置 出品 一般 啦 无 乜 特别,一般,一般,一般,520004,2,2014,12,0,20,24
喜欢鱼的水草,2014/11/26 4:52,sml-str20,这家 店 挺 知名 地方 也好 就 在 文明 路 路口 店面 大 不过 我来 了 几次 试 过 各种 出品 实在 是 爱 不 起来 它家 给 我 最 强烈 的 印象 就是 甜甜 甜超 甜腻腻 腻 好 腻 冷 的 热 的 通通 吃 不 下去 最 奇葩 的 在于 不知 它家 接待 过 多少 奇葩 顾客 墙上 菜单 上 银柜 上 到处 告示 本店 出品 全在 菜单 上 不要 点 菜单 没有 的 不要 自行 想象 再 叫 店员 给 你 做 由于 态度 太 霸气 是否 有 不外借 卫生间 我 忘记 了 还是 喜欢 离 它 不远 的 玫瑰 更 多,一般,好,一般,520004,2,2014,11,2,4,249
winsycen,2014/11/24 8:24,sml-str20,在 马路边 很 好找 甜品 还 可以 没有 太 大 惊喜,好,一般,一般,520004,2,2014,11,0,8,19
公仔纸GTR,2014/11/19 9:58,sml-str20,老店 真的 不 代表 好 实在 不 好吃 太甜 啦,一般,一般,一般,520004,2,2014,11,2,9,21
samlay,2014/11/8 8:13,sml-str20,不 好吃 啊 吃 得 都 是 回忆 可是 对 吃货 来说 回忆 不 顶事 自己 煮 的 真心 比 它 的 好吃 不知 跟风 狗们 装 什么 逼 每次 有 不住 这边 的 朋友 叫 我 带 她们 去 吃 这个 都 被 我 阻止 拯救 了,一般,一般,一般,520004,2,2014,11,5,8,78
陆吾,2014/10/28 15:05,sml-str20,红 豆沙 豆 都还没 压 烂糊 就 拿 出来 卖,一般,一般,好,520004,2,2014,10,1,15,17
zhangyan100,2014/10/21 18:49,sml-str20,以前 经过 的话 会 帮衬 但 现在 不会 觉得 升价 太快 不太值 在家 做 又 平 又 放心,好,一般,一般,520004,2,2014,10,1,18,37
猫头amida,2014/10/12 20:48,sml-str20,这个 秋天 要 了 碗 绿豆 海带 加眉豆 甜品 之中 口味 真心 甜 很 怀念 以前 现在 物价 高涨 了,好,一般,一般,520004,2,2014,10,6,20,39
37度的小鱼,2014/10/11 22:37,sml-str20,凤凰 奶糊 是 稀释 的 甜版炖 蛋 绿豆 芋头 很 是 一般般 这个 店 偏甜 等待时间 比较 长 人气 旺 性价比 还好,好,好,一般,520004,2,2014,10,5,22,46
有只小飞飞,2014/10/7 9:28,sml-str20,太甜 环境 极差 个人 不怎么 喜欢 但 人 很多 很旺,差,差,一般,520004,2,2014,10,1,9,22
兔_潴潴,2014/10/7 0:39,sml-str20,经常 要 排队 人 很多 种类 也 多 有时 懒得 自己 煲 糖水 都 会 去 买 翻碗 吃 吃,一般,差,差,520004,2,2014,10,1,0,35
HOOOXOOOH,2014/9/9 16:59,sml-str20,老字号 但 我 真系 唔 中意 吃 始终 系 玫瑰 甜品 好 可能 我 自己 唔 中意 吃 咩 糊 觉得 卫生 有 差 咯,一般,一般,一般,520004,2,2014,9,1,16,46
